,income
16235,0.021
16236,0.003
16237,0.113
16238,0.779
16239,0.031
16240,0.048
16241,0.955
16242,0.0
16243,0.221
16244,0.138
16245,0.296
16246,0.927
16247,0.037
16248,0.204
16249,0.008
16250,0.0
16251,0.25
16252,0.964
16253,0.008
16254,0.274
16255,0.005
16256,0.004
16257,0.001
16258,0.037
16259,0.814
16260,0.105
16261,0.975
16262,0.143
16263,0.328
16264,0.946
16265,0.038
16266,0.005
16267,0.03
16268,0.923
16269,0.982
16270,0.001
16271,0.127
16272,0.448
16273,0.217
16274,0.554
16275,0.003
16276,0.002
16277,0.663
16278,0.001
16279,0.014
16280,0.0
16281,0.25
16282,0.786
16283,0.308
16284,0.817
16285,0.756
16286,0.149
16287,0.949
16288,0.244
16289,0.091
16290,0.0
16291,0.076
16292,0.012
16293,0.0
16294,0.149
16295,0.792
16296,0.0
16297,0.136
16298,0.0
16299,0.0
16300,0.078
16301,0.94
16302,0.036
16303,0.682
16304,0.064
16305,0.003
16306,0.368
16307,0.137
16308,0.0
16309,0.168
16310,0.956
16311,0.069
16312,0.0
16313,0.074
16314,0.055
16315,0.013
16316,0.0
16317,0.001
16318,0.001
16319,0.0
16320,0.983
16321,0.046
16322,0.005
16323,0.005
16324,0.706
16325,0.084
16326,0.91
16327,0.204
16328,0.17
16329,0.0
16330,0.238
16331,0.843
16332,0.036
16333,0.825
16334,0.218
16335,0.166
16336,0.299
16337,0.962
16338,0.06
16339,0.055
16340,0.188
16341,0.006
16342,0.784
16343,0.094
16344,0.049
16345,0.634
16346,0.003
16347,0.63
16348,0.001
16349,0.006
16350,0.176
16351,0.015
16352,0.998
16353,0.045
16354,0.0
16355,0.02
16356,0.0
16357,0.036
16358,0.72
16359,0.079
16360,0.001
16361,0.0
16362,0.153
16363,0.268
16364,0.001
16365,0.075
16366,0.052
16367,0.001
16368,0.026
16369,0.031
16370,0.25
16371,0.411
16372,0.866
16373,0.005
16374,0.436
16375,0.195
16376,0.247
16377,0.406
16378,0.004
16379,0.001
16380,0.01
16381,0.0
16382,0.0
16383,0.025
16384,0.0
16385,0.062
16386,0.053
16387,0.0
16388,0.01
16389,0.146
16390,0.875
16391,0.011
16392,0.072
16393,0.812
16394,0.032
16395,0.001
16396,0.003
16397,0.002
16398,0.0
16399,0.0
16400,0.032
16401,0.0
16402,0.0
16403,1.0
16404,0.85
16405,0.164
16406,0.169
16407,0.837
16408,0.001
16409,0.367
16410,0.0
16411,0.066
16412,0.136
16413,0.137
16414,0.094
16415,0.217
16416,0.754
16417,0.44
16418,0.424
16419,0.033
16420,0.037
16421,0.069
16422,0.999
16423,0.111
16424,0.0
16425,0.005
16426,0.074
16427,0.002
16428,0.898
16429,0.001
16430,0.694
16431,0.001
16432,0.0
16433,0.543
16434,0.006
16435,0.0
16436,0.037
16437,0.03
16438,0.658
16439,0.212
16440,0.13
16441,0.013
16442,0.007
16443,0.01
16444,0.009
16445,0.002
16446,0.287
16447,0.0
16448,0.022
16449,0.67
16450,0.001
16451,0.012
16452,0.049
16453,0.017
16454,0.107
16455,0.005
16456,0.002
16457,0.998
16458,0.012
16459,0.049
16460,0.927
16461,0.172
16462,1.0
16463,0.0
16464,0.0
16465,0.051
16466,0.038
16467,0.001
16468,0.659
16469,0.0
16470,0.714
16471,0.173
16472,0.005
16473,0.003
16474,0.881
16475,0.027
16476,0.006
16477,0.006
16478,0.025
16479,0.042
16480,0.0
16481,0.043
16482,0.938
16483,0.156
16484,0.775
16485,0.14
16486,0.211
16487,0.015
16488,0.084
16489,0.753
16490,0.223
16491,0.0
16492,0.743
16493,0.002
16494,0.013
16495,0.006
16496,0.998
16497,0.04
16498,0.113
16499,0.021
16500,0.964
16501,0.0
16502,0.904
16503,0.006
16504,0.024
16505,0.12
16506,0.0
16507,0.111
16508,0.154
16509,0.003
16510,0.033
16511,0.201
16512,0.016
16513,0.043
16514,0.0
16515,0.002
16516,0.965
16517,0.0
16518,0.783
16519,0.001
16520,0.193
16521,0.184
16522,0.002
16523,0.687
16524,0.002
16525,0.787
16526,0.001
16527,0.835
16528,0.012
16529,0.0
16530,0.0
16531,0.186
16532,0.0
16533,0.0
16534,0.006
16535,0.158
16536,0.0
16537,0.001
16538,0.0
16539,0.887
16540,0.0
16541,0.08
16542,0.64
16543,0.319
16544,0.002
16545,0.0
16546,0.006
16547,0.024
16548,0.034
16549,0.007
16550,0.028
16551,0.01
16552,0.0
16553,0.864
16554,0.014
16555,0.006
16556,0.011
16557,0.713
16558,0.402
16559,0.239
16560,0.0
16561,0.014
16562,0.107
16563,0.0
16564,0.026
16565,0.023
16566,0.044
16567,0.16
16568,0.0
16569,0.721
16570,0.0
16571,0.029
16572,0.052
16573,0.081
16574,0.001
16575,0.0
16576,0.831
16577,0.033
16578,0.11
16579,0.0
16580,0.103
16581,0.001
16582,0.12
16583,0.0
16584,0.002
16585,0.992
16586,0.0
16587,0.036
16588,0.979
16589,0.058
16590,0.036
16591,0.229
16592,0.007
16593,0.852
16594,0.05
16595,0.019
16596,0.65
16597,0.785
16598,0.0
16599,0.0
16600,0.0
16601,0.635
16602,0.032
16603,0.02
16604,0.698
16605,0.015
16606,0.0
16607,0.958
16608,0.989
16609,0.015
16610,0.033
16611,0.167
16612,0.003
16613,0.393
16614,0.274
16615,0.197
16616,0.076
16617,0.093
16618,0.0
16619,0.989
16620,0.077
16621,0.768
16622,0.703
16623,0.258
16624,0.019
16625,0.152
16626,0.18
16627,0.888
16628,0.24
16629,0.286
16630,0.169
16631,0.845
16632,0.004
16633,0.107
16634,0.087
16635,0.688
16636,0.001
16637,0.868
16638,0.005
16639,0.01
16640,0.222
16641,0.0
16642,0.004
16643,0.683
16644,0.059
16645,0.055
16646,0.001
16647,0.02
16648,0.002
16649,0.981
16650,0.0
16651,0.266
16652,0.0
16653,0.024
16654,0.0
16655,0.701
16656,0.874
16657,0.828
16658,0.005
16659,0.004
16660,0.113
16661,0.0
16662,0.67
16663,0.919
16664,0.043
16665,0.156
16666,0.017
16667,0.949
16668,0.705
16669,0.972
16670,0.953
16671,0.265
16672,0.093
16673,0.815
16674,0.002
16675,0.072
16676,0.012
16677,0.009
16678,0.027
16679,0.0
16680,0.026
16681,0.022
16682,0.977
16683,0.867
16684,0.471
16685,0.881
16686,0.0
16687,0.0
16688,0.087
16689,0.761
16690,0.685
16691,0.011
16692,0.006
16693,0.0
16694,0.906
16695,0.004
16696,0.94
16697,0.789
16698,0.04
16699,0.876
16700,0.889
16701,0.18
16702,0.924
16703,0.708
16704,0.001
16705,0.131
16706,0.967
16707,0.58
16708,0.878
16709,0.026
16710,0.0
16711,0.0
16712,0.004
16713,0.006
16714,0.0
16715,0.048
16716,0.974
16717,0.006
16718,0.0
16719,0.747
16720,0.1
16721,0.839
16722,0.005
16723,0.0
16724,0.012
16725,0.0
16726,0.006
16727,0.109
16728,0.02
16729,0.869
16730,0.295
16731,0.071
16732,0.118
16733,0.0
16734,0.006
16735,0.0
16736,0.006
16737,0.257
16738,0.0
16739,0.036
16740,0.997
16741,0.075
16742,0.704
16743,0.0
16744,0.177
16745,0.003
16746,0.0
16747,0.662
16748,0.003
16749,0.0
16750,0.178
16751,0.158
16752,0.997
16753,0.002
16754,0.001
16755,0.017
16756,0.0
16757,0.808
16758,0.662
16759,0.672
16760,0.0
16761,0.198
16762,0.013
16763,0.905
16764,0.005
16765,0.891
16766,0.003
16767,0.0
16768,0.002
16769,0.003
16770,0.018
16771,0.015
16772,0.012
16773,0.009
16774,0.039
16775,0.0
16776,0.0
16777,0.0
16778,0.671
16779,0.004
16780,0.018
16781,0.073
16782,0.858
16783,0.053
16784,0.059
16785,0.761
16786,0.001
16787,0.0
16788,0.982
16789,0.845
16790,0.801
16791,0.066
16792,0.022
16793,0.083
16794,0.0
16795,0.006
16796,0.85
16797,0.866
16798,0.072
16799,0.002
16800,0.101
16801,0.14
16802,0.203
16803,0.998
16804,0.008
16805,0.856
16806,0.94
16807,0.0
16808,0.184
16809,0.201
16810,0.825
16811,0.888
16812,0.142
16813,0.0
16814,0.125
16815,0.0
16816,0.037
16817,0.015
16818,0.727
16819,0.02
16820,0.001
16821,0.0
16822,0.011
16823,0.769
16824,0.006
16825,0.001
16826,0.037
16827,0.005
16828,0.0
16829,0.922
16830,0.026
16831,0.004
16832,0.866
16833,0.416
16834,0.001
16835,0.015
16836,0.142
16837,0.013
16838,0.027
16839,0.03
16840,0.0
16841,0.06
16842,0.002
16843,0.124
16844,0.23
16845,0.001
16846,0.038
16847,0.934
16848,0.738
16849,0.258
16850,0.118
16851,0.0
16852,0.001
16853,0.015
16854,0.0
16855,0.0
16856,0.706
16857,0.005
16858,0.001
16859,0.046
16860,0.0
16861,0.015
16862,0.296
16863,0.19
16864,0.976
16865,0.95
16866,0.02
16867,0.228
16868,0.263
16869,0.28
16870,0.912
16871,0.001
16872,0.0
16873,0.109
16874,0.764
16875,0.0
16876,0.01
16877,0.065
16878,0.126
16879,0.041
16880,0.0
16881,0.059
16882,0.0
16883,0.001
16884,0.011
16885,0.025
16886,0.0
16887,0.115
16888,0.224
16889,0.255
16890,0.001
16891,0.019
16892,0.003
16893,0.018
16894,0.412
16895,0.246
16896,0.0
16897,0.996
16898,0.015
16899,0.002
16900,0.033
16901,0.024
16902,0.05
16903,0.984
16904,0.03
16905,0.052
16906,0.805
16907,0.0
16908,0.706
16909,0.872
16910,0.603
16911,0.0
16912,0.0
16913,0.553
16914,0.836
16915,0.162
16916,0.033
16917,0.0
16918,0.951
16919,0.889
16920,0.933
16921,0.007
16922,0.73
16923,0.946
16924,0.982
16925,0.128
16926,0.001
16927,0.0
16928,0.0
16929,0.018
16930,0.991
16931,0.154
16932,0.0
16933,0.053
16934,0.034
16935,0.0
16936,0.941
16937,0.0
16938,0.997
16939,0.0
16940,0.0
16941,0.403
16942,0.013
16943,0.009
16944,0.573
16945,0.962
16946,0.997
16947,0.078
16948,0.014
16949,0.0
16950,0.001
16951,0.079
16952,0.0
16953,0.8
16954,0.072
16955,0.0
16956,0.033
16957,0.003
16958,0.026
16959,0.013
16960,0.946
16961,0.836
16962,0.641
16963,0.481
16964,0.976
16965,0.707
16966,0.027
16967,0.02
16968,0.006
16969,0.05
16970,0.899
16971,0.664
16972,0.007
16973,0.054
16974,0.815
16975,0.0
16976,0.0
16977,0.167
16978,0.029
16979,0.854
16980,0.099
16981,0.003
16982,0.058
16983,0.005
16984,0.142
16985,0.01
16986,0.031
16987,0.952
16988,0.0
16989,0.979
16990,0.01
16991,0.904
16992,0.059
16993,0.001
16994,0.0
16995,0.081
16996,0.041
16997,0.0
16998,0.901
16999,0.0
17000,0.998
17001,0.893
17002,0.896
17003,0.859
17004,0.19
17005,0.007
17006,0.109
17007,0.0
17008,0.036
17009,0.002
17010,0.0
17011,0.0
17012,0.001
17013,0.692
17014,0.127
17015,0.033
17016,0.425
17017,0.965
17018,0.804
17019,0.001
17020,0.0
17021,0.007
17022,0.999
17023,0.002
17024,0.907
17025,0.011
17026,0.001
17027,0.678
17028,0.948
17029,0.001
17030,0.0
17031,0.199
17032,0.173
17033,0.139
17034,0.0
17035,0.006
17036,0.042
17037,0.003
17038,0.011
17039,0.235
17040,0.136
17041,0.002
17042,0.833
17043,0.04
17044,0.0
17045,0.133
17046,0.001
17047,0.014
17048,0.213
17049,0.808
17050,0.587
17051,0.95
17052,0.96
17053,0.993
17054,0.834
17055,0.048
17056,0.033
17057,0.001
17058,0.679
17059,0.089
17060,0.007
17061,0.037
17062,0.0
17063,0.851
17064,0.0
17065,0.0
17066,0.015
17067,0.021
17068,0.074
17069,0.131
17070,0.009
17071,0.0
17072,0.0
17073,0.225
17074,0.0
17075,0.066
17076,0.808
17077,0.871
17078,0.003
17079,0.692
17080,0.0
17081,0.0
17082,0.007
17083,0.001
17084,0.012
17085,0.686
17086,0.004
17087,0.001
17088,0.663
17089,0.0
17090,0.012
17091,0.003
17092,0.47
17093,0.075
17094,0.019
17095,0.069
17096,0.015
17097,0.006
17098,0.001
17099,0.002
17100,0.005
17101,0.05
17102,0.74
17103,0.015
17104,0.0
17105,0.008
17106,0.0
17107,0.066
17108,0.019
17109,0.001
17110,0.976
17111,0.008
17112,0.105
17113,0.039
17114,0.0
17115,0.93
17116,0.986
17117,0.114
17118,0.012
17119,0.03
17120,0.647
17121,0.875
17122,0.871
17123,0.001
17124,0.443
17125,0.135
17126,0.952
17127,0.01
17128,0.03
17129,0.054
17130,0.999
17131,0.0
17132,0.018
17133,0.0
17134,0.839
17135,0.972
17136,0.838
17137,0.236
17138,0.001
17139,0.007
17140,0.003
17141,0.0
17142,0.194
17143,0.356
17144,0.063
17145,0.011
17146,0.006
17147,0.343
17148,0.001
17149,0.009
17150,0.055
17151,0.033
17152,0.0
17153,0.761
17154,0.757
17155,0.04
17156,0.739
17157,0.174
17158,0.006
17159,0.005
17160,0.792
17161,0.0
17162,0.006
17163,0.768
17164,0.003
17165,0.172
17166,0.01
17167,0.072
17168,0.107
17169,0.019
17170,0.036
17171,0.0
17172,0.926
17173,0.865
17174,0.052
17175,0.0
17176,0.08
17177,0.131
17178,0.012
17179,0.991
17180,0.087
17181,0.789
17182,0.005
17183,0.021
17184,0.0
17185,0.049
17186,0.186
17187,0.008
17188,0.02
17189,0.079
17190,0.0
17191,0.049
17192,0.0
17193,0.215
17194,0.0
17195,0.0
17196,0.914
17197,0.811
17198,0.755
17199,0.014
17200,0.842
17201,0.049
17202,0.004
17203,0.009
17204,0.0
17205,0.001
17206,0.838
17207,0.882
17208,0.112
17209,0.798
17210,0.969
17211,0.004
17212,0.011
17213,0.151
17214,0.138
17215,0.07
17216,0.169
17217,0.196
17218,0.009
17219,0.001
17220,0.053
17221,0.0
17222,0.1
17223,0.0
17224,0.826
17225,0.335
17226,0.889
17227,0.776
17228,0.113
17229,0.098
17230,0.109
17231,0.012
17232,0.103
17233,0.007
17234,0.003
17235,0.01
17236,0.012
17237,0.164
17238,0.472
17239,0.065
17240,0.702
17241,0.299
17242,0.005
17243,0.028
17244,0.094
17245,0.722
17246,0.003
17247,0.0
17248,0.908
17249,0.02
17250,0.0
17251,0.006
17252,0.026
17253,0.009
17254,0.875
17255,0.005
17256,0.013
17257,0.001
17258,0.0
17259,0.99
17260,0.059
17261,0.15
17262,0.051
17263,0.267
17264,0.68
17265,0.777
17266,0.008
17267,0.005
17268,0.043
17269,0.569
17270,0.0
17271,0.819
17272,0.15
17273,0.003
17274,0.023
17275,0.024
17276,0.002
17277,0.874
17278,0.016
17279,0.429
17280,0.031
17281,0.048
17282,0.0
17283,0.265
17284,0.012
17285,0.064
17286,0.982
17287,0.723
17288,0.296
17289,0.007
17290,0.0
17291,0.046
17292,0.0
17293,0.159
17294,0.177
17295,0.0
17296,0.018
17297,0.031
17298,0.002
17299,0.156
17300,0.014
17301,0.0
17302,0.08
17303,0.0
17304,0.003
17305,0.132
17306,0.116
17307,0.684
17308,0.117
17309,0.0
17310,0.002
17311,0.0
17312,0.0
17313,0.084
17314,0.027
17315,0.718
17316,0.125
17317,0.001
17318,0.938
17319,0.074
17320,0.034
17321,0.005
17322,0.235
17323,0.222
17324,0.012
17325,0.211
17326,0.065
17327,1.0
17328,0.011
17329,0.089
17330,1.0
17331,0.672
17332,0.06
17333,0.271
17334,0.005
17335,0.638
17336,0.779
17337,0.9
17338,0.457
17339,0.644
17340,0.992
17341,0.001
17342,0.017
17343,0.044
17344,0.125
17345,0.227
17346,0.855
17347,0.008
17348,0.013
17349,0.055
17350,0.004
17351,0.795
17352,0.0
17353,0.016
17354,0.0
17355,0.011
17356,0.052
17357,0.158
17358,0.279
17359,0.017
17360,0.824
17361,0.018
17362,0.002
17363,0.057
17364,0.865
17365,0.161
17366,0.215
17367,0.971
17368,0.977
17369,0.187
17370,0.775
17371,0.112
17372,0.009
17373,0.729
17374,0.053
17375,0.039
17376,0.0
17377,0.879
17378,0.029
17379,0.087
17380,0.023
17381,0.0
17382,0.089
17383,0.001
17384,0.007
17385,0.002
17386,0.002
17387,0.964
17388,0.927
17389,0.017
17390,0.005
17391,0.0
17392,0.039
17393,0.971
17394,0.015
17395,0.004
17396,0.05
17397,0.974
17398,0.074
17399,0.0
17400,0.204
17401,0.123
17402,0.006
17403,0.007
17404,0.865
17405,0.001
17406,0.025
17407,0.002
17408,0.124
17409,0.823
17410,0.001
17411,0.128
17412,0.176
17413,0.012
17414,0.022
17415,0.219
17416,0.002
17417,0.018
17418,0.149
17419,0.018
17420,0.047
17421,0.934
17422,0.741
17423,0.009
17424,0.254
17425,0.0
17426,0.812
17427,0.001
17428,0.003
17429,0.894
17430,0.148
17431,0.012
17432,0.056
17433,0.117
17434,0.056
17435,0.009
17436,0.986
17437,0.014
17438,0.935
17439,0.003
17440,0.08
17441,0.001
17442,0.001
17443,0.046
17444,0.319
17445,0.019
17446,0.887
17447,0.0
17448,0.001
17449,0.0
17450,0.0
17451,0.104
17452,0.032
17453,0.044
17454,0.97
17455,0.034
17456,0.1
17457,0.002
17458,0.111
17459,0.0
17460,0.004
17461,0.181
17462,0.004
17463,0.689
17464,0.116
17465,0.289
17466,0.719
17467,0.007
17468,0.0
17469,0.055
17470,0.0
17471,0.004
17472,0.059
17473,0.017
17474,0.004
17475,0.004
17476,0.156
17477,0.003
17478,0.0
17479,0.001
17480,0.172
17481,0.0
17482,0.977
17483,0.208
17484,0.14
17485,0.547
17486,0.0
17487,0.038
17488,0.023
17489,0.982
17490,0.074
17491,0.0
17492,0.202
17493,0.809
17494,0.106
17495,0.0
17496,0.198
17497,0.079
17498,0.69
17499,0.0
17500,0.989
17501,0.819
17502,0.84
17503,0.001
17504,0.028
17505,0.026
17506,0.004
17507,0.0
17508,0.972
17509,0.004
17510,0.733
17511,0.06
17512,0.003
17513,0.712
17514,0.001
17515,0.011
17516,0.016
17517,0.295
17518,0.736
17519,0.001
17520,0.097
17521,0.028
17522,0.0
17523,0.003
17524,0.04
17525,0.005
17526,0.202
17527,0.014
17528,0.058
17529,0.06
17530,0.001
17531,0.003
17532,0.05
17533,0.108
17534,0.061
17535,0.13
17536,0.0
17537,0.013
17538,0.906
17539,0.541
17540,0.976
17541,0.07
17542,0.005
17543,0.003
17544,0.195
17545,0.003
17546,0.041
17547,0.028
17548,0.923
17549,0.002
17550,0.03
17551,0.933
17552,0.039
17553,0.038
17554,0.699
17555,0.334
17556,0.0
17557,0.242
17558,0.315
17559,0.0
17560,0.0
17561,0.004
17562,0.052
17563,0.957
17564,0.003
17565,0.0
17566,0.673
17567,0.928
17568,0.123
17569,0.464
17570,0.014
17571,0.084
17572,0.0
17573,0.482
17574,0.021
17575,0.002
17576,0.125
17577,0.764
17578,0.885
17579,0.313
17580,0.077
17581,0.014
17582,0.039
17583,0.004
17584,0.053
17585,0.379
17586,0.112
17587,0.587
17588,0.002
17589,0.008
17590,0.27
17591,0.209
17592,0.037
17593,0.02
17594,0.248
17595,0.002
17596,0.135
17597,0.963
17598,0.002
17599,0.06
17600,0.011
17601,0.238
17602,0.055
17603,0.014
17604,0.691
17605,0.014
17606,0.011
17607,0.724
17608,0.189
17609,0.942
17610,0.11
17611,0.03
17612,0.999
17613,0.064
17614,0.691
17615,0.009
17616,0.018
17617,0.02
17618,0.002
17619,0.026
17620,0.705
17621,0.005
17622,0.95
17623,0.755
17624,0.001
17625,0.387
17626,0.847
17627,0.756
17628,0.071
17629,0.072
17630,0.075
17631,0.388
17632,0.006
17633,0.128
17634,0.033
17635,0.004
17636,0.0
17637,0.0
17638,0.997
17639,0.01
17640,0.341
17641,0.007
17642,0.629
17643,0.0
17644,0.972
17645,0.005
17646,0.833
17647,0.06
17648,0.299
17649,0.0
17650,0.886
17651,0.018
17652,0.304
17653,0.843
17654,0.955
17655,0.0
17656,0.691
17657,0.006
17658,0.012
17659,0.057
17660,0.119
17661,0.126
17662,0.232
17663,0.131
17664,0.386
17665,0.981
17666,0.002
17667,0.002
17668,0.181
17669,0.008
17670,0.012
17671,0.949
17672,0.967
17673,0.0
17674,0.073
17675,0.958
17676,0.001
17677,0.15
17678,0.082
17679,0.004
17680,0.0
17681,0.001
17682,0.068
17683,0.0
17684,0.402
17685,0.998
17686,0.006
17687,0.006
17688,0.046
17689,0.942
17690,0.066
17691,0.002
17692,0.789
17693,0.009
17694,0.792
17695,0.0
17696,0.0
17697,0.0
17698,0.002
17699,0.047
17700,0.774
17701,0.746
17702,0.835
17703,0.002
17704,0.025
17705,0.728
17706,0.044
17707,0.07
17708,0.014
17709,0.948
17710,0.006
17711,0.0
17712,0.087
17713,0.0
17714,0.742
17715,0.413
17716,0.006
17717,0.713
17718,0.002
17719,0.0
17720,0.64
17721,0.309
17722,0.0
17723,0.0
17724,0.0
17725,0.293
17726,0.012
17727,0.023
17728,0.681
17729,0.903
17730,0.129
17731,0.0
17732,0.803
17733,0.527
17734,0.233
17735,0.007
17736,0.751
17737,0.061
17738,0.013
17739,0.013
17740,0.166
17741,0.99
17742,0.0
17743,0.829
17744,0.994
17745,0.915
17746,0.01
17747,0.963
17748,0.025
17749,0.005
17750,0.035
17751,0.0
17752,0.003
17753,0.0
17754,0.787
17755,0.967
17756,0.931
17757,0.97
17758,0.995
17759,0.047
17760,0.857
17761,0.839
17762,0.0
17763,0.005
17764,0.656
17765,0.0
17766,0.696
17767,0.0
17768,0.06
17769,0.949
17770,0.099
17771,0.977
17772,0.108
17773,0.001
17774,0.001
17775,0.007
17776,0.0
17777,0.004
17778,0.847
17779,0.015
17780,0.016
17781,0.081
17782,0.004
17783,0.01
17784,0.0
17785,0.026
17786,0.845
17787,0.985
17788,0.001
17789,0.998
17790,0.858
17791,0.0
17792,0.864
17793,0.609
17794,0.138
17795,0.0
17796,0.277
17797,0.235
17798,0.0
17799,0.997
17800,0.0
17801,0.72
17802,0.017
17803,0.001
17804,0.995
17805,0.061
17806,0.214
17807,0.003
17808,0.0
17809,0.966
17810,0.002
17811,0.01
17812,0.672
17813,0.884
17814,0.0
17815,0.025
17816,0.022
17817,0.012
17818,0.011
17819,0.077
17820,0.113
17821,0.936
17822,0.441
17823,0.875
17824,0.058
17825,0.22
17826,0.013
17827,0.024
17828,0.314
17829,0.003
17830,0.033
17831,0.496
17832,0.001
17833,0.424
17834,0.748
17835,0.001
17836,0.062
17837,0.001
17838,0.0
17839,0.001
17840,0.331
17841,0.127
17842,0.36
17843,0.809
17844,0.047
17845,0.887
17846,0.882
17847,0.0
17848,0.014
17849,0.03
17850,0.003
17851,0.136
17852,0.086
17853,0.001
17854,0.163
17855,0.964
17856,0.086
17857,0.001
17858,0.398
17859,0.021
17860,0.044
17861,0.025
17862,0.177
17863,0.0
17864,0.041
17865,0.455
17866,0.0
17867,0.925
17868,0.23
17869,0.002
17870,0.004
17871,0.912
17872,0.024
17873,0.0
17874,0.031
17875,0.009
17876,0.074
17877,0.025
17878,0.0
17879,0.668
17880,0.003
17881,0.01
17882,0.188
17883,0.016
17884,0.984
17885,0.791
17886,0.0
17887,0.0
17888,0.001
17889,0.002
17890,0.053
17891,0.0
17892,0.131
17893,0.014
17894,0.136
17895,0.116
17896,0.052
17897,0.111
17898,0.302
17899,0.013
17900,0.007
17901,0.827
17902,0.003
17903,0.013
17904,0.009
17905,0.084
17906,0.041
17907,0.0
17908,0.944
17909,0.013
17910,0.004
17911,0.0
17912,0.099
17913,0.093
17914,0.181
17915,0.0
17916,0.023
17917,0.011
17918,0.02
17919,0.109
17920,0.051
17921,0.902
17922,0.0
17923,0.009
17924,0.861
17925,0.096
17926,0.033
17927,0.315
17928,0.129
17929,0.0
17930,0.431
17931,0.005
17932,0.002
17933,0.008
17934,0.255
17935,0.0
17936,0.883
17937,0.003
17938,0.901
17939,0.0
17940,0.116
17941,0.062
17942,0.0
17943,0.001
17944,0.002
17945,0.853
17946,0.008
17947,0.008
17948,0.0
17949,0.1
17950,0.195
17951,0.003
17952,0.377
17953,0.039
17954,0.245
17955,0.193
17956,0.0
17957,0.994
17958,0.016
17959,0.0
17960,0.002
17961,0.0
17962,0.186
17963,0.009
17964,0.0
17965,0.702
17966,0.133
17967,0.025
17968,0.997
17969,0.834
17970,0.085
17971,0.035
17972,0.003
17973,0.08
17974,1.0
17975,0.002
17976,0.0
17977,0.002
17978,0.0
17979,0.0
17980,0.002
17981,0.211
17982,0.056
17983,0.036
17984,0.221
17985,0.088
17986,0.239
17987,0.089
17988,0.008
17989,0.015
17990,0.005
17991,0.968
17992,0.001
17993,0.0
17994,0.081
17995,0.012
17996,0.028
17997,0.004
17998,0.007
17999,0.265
18000,0.068
18001,0.988
18002,0.0
18003,0.125
18004,0.991
18005,0.805
18006,0.866
18007,0.142
18008,0.0
18009,0.963
18010,0.023
18011,0.007
18012,0.95
18013,0.958
18014,0.919
18015,0.985
18016,0.187
18017,0.003
18018,0.002
18019,0.0
18020,0.066
18021,0.94
18022,0.0
18023,0.241
18024,0.025
18025,0.0
18026,0.003
18027,0.023
18028,0.957
18029,0.016
18030,0.585
18031,0.012
18032,0.025
18033,0.002
18034,0.112
18035,0.019
18036,0.07
18037,0.02
18038,0.002
18039,0.394
18040,0.219
18041,0.51
18042,0.684
18043,0.987
18044,0.91
18045,0.079
18046,0.021
18047,0.221
18048,0.0
18049,0.084
18050,0.775
18051,0.001
18052,0.173
18053,0.943
18054,0.958
18055,0.071
18056,0.0
18057,0.0
18058,0.008
18059,0.0
18060,0.333
18061,0.001
18062,0.962
18063,0.0
18064,0.802
18065,0.021
18066,0.775
18067,0.006
18068,0.814
18069,0.009
18070,0.006
18071,0.0
18072,0.08
18073,0.113
18074,0.79
18075,0.026
18076,0.995
18077,0.0
18078,0.0
18079,0.0
18080,0.988
18081,0.007
18082,0.108
18083,0.233
18084,0.208
18085,0.803
18086,0.002
18087,0.921
18088,0.055
18089,0.0
18090,0.002
18091,0.868
18092,0.002
18093,0.021
18094,0.0
18095,0.008
18096,0.005
18097,0.102
18098,0.084
18099,0.044
18100,0.014
18101,0.678
18102,0.399
18103,0.049
18104,0.006
18105,0.003
18106,0.735
18107,0.06
18108,0.847
18109,0.031
18110,0.019
18111,0.594
18112,0.862
18113,0.02
18114,0.131
18115,0.097
18116,0.032
18117,0.215
18118,0.876
18119,0.061
18120,0.0
18121,0.937
18122,0.133
18123,0.917
18124,0.001
18125,0.053
18126,0.977
18127,0.033
18128,0.021
18129,0.988
18130,0.01
18131,0.001
18132,0.953
18133,0.007
18134,0.032
18135,0.001
18136,0.202
18137,0.155
18138,0.036
18139,0.038
18140,0.731
18141,0.729
18142,0.885
18143,0.849
18144,0.03
18145,0.001
18146,0.995
18147,0.03
18148,0.229
18149,0.922
18150,0.0
18151,0.971
18152,0.492
18153,0.893
18154,0.195
18155,0.875
18156,0.064
18157,0.143
18158,0.0
18159,0.95
18160,0.012
18161,0.018
18162,0.019
18163,0.01
18164,0.073
18165,0.0
18166,0.012
18167,0.868
18168,0.014
18169,0.617
18170,0.005
18171,0.005
18172,0.11
18173,0.05
18174,0.03
18175,0.175
18176,0.003
18177,0.053
18178,0.007
18179,0.437
18180,0.156
18181,0.004
18182,0.019
18183,0.99
18184,0.0
18185,0.004
18186,0.138
18187,0.02
18188,0.077
18189,0.968
18190,0.17
18191,0.005
18192,0.003
18193,0.983
18194,0.01
18195,0.033
18196,0.762
18197,0.052
18198,0.113
18199,0.11
18200,0.009
18201,0.0
18202,0.002
18203,0.743
18204,0.167
18205,0.057
18206,0.291
18207,0.019
18208,0.001
18209,0.556
18210,0.767
18211,0.006
18212,0.0
18213,0.001
18214,0.93
18215,0.792
18216,0.197
18217,0.012
18218,0.95
18219,0.996
18220,0.007
18221,0.002
18222,0.11
18223,0.036
18224,0.548
18225,0.001
18226,0.597
18227,0.05
18228,0.03
18229,0.125
18230,0.424
18231,0.024
18232,0.007
18233,0.014
